Company,x,Member of the S&P500,Member of the Russell 1000 Index,source,Scraping code set up ?,Ticker(s),PR Agency,Example 2020 company PR agency press release URL,Domain,Company global/main press - news release site URL,Subscribed to press releases esgroadmap@gmail.com ?,Subscribed to press releases jameskijani@gmail.com ?,Plain text press release subscription possible? (yes/no),Company annual reports page URL,Company annual / financial report 2020 URL of pdf document (including 10-k),Company sustainability / ESG reports page URL,Company Sustainability / ESG report 2020 URL of pdf document,Country,NAICS #1,2017 NAICS TITLE,NAICS #2,2017 NAICS TITLE.1,NAICS #3,2017 NAICS TITLE.2,NAICS #4,2017 NAICS TITLE.3,NAICS #5,2017 NAICS TITLE.4,WORKED BY:,COMMENTS / NOTES,Carbon sentence available ?
Jones Lang Lasalle Inc,,no,yes,,,JLL,PRNewswire,https://www.prnewswire.com/news-releases/jll-announces-details-of-second-quarter-2021-earnings-release-and-conference-call-301326334.html,https://www.jll.com.ph/,https://ir.jll.com/news-releases/default.aspx,YES,YES,NO,https://ir.jll.com/financials/annual-reports/default.aspx,https://s22.q4cdn.com/446208711/files/doc_financials/2020/ar/JLL_Annual_Report_2020.pdf,https://www.jll.com.ph/en/about-jll/our-sustainability-leadership?mboxSession=07da3d2614db4cb0bdc09aa66f3d4f99&adobe_mc_sdid=SDID%3D56789A30EB955145-3E7C7728B3B371C7%7CMCORGID%3D543DFDAE59D76D1D0A495C46%40AdobeOrg%7CTS%3D1636644146&adobe_mc_ref=https%3A%2F%2Fir.jll.com%2F,https://www.jll.com.ph/content/dam/jll-com/documents/pdf/other/jll-global-sustainability-full-report-2020.pdf,United States,531210,Offices of Real Estate Agents and Brokers,*,*,*,*,*,*,*,*,LILYD - Russell,,0
JPMorgan Chase & Co.,,yes,yes,Morgan Stanley,,JPM,Businesswire,http://www.businesswire.com/news/home/20201215006109/en/JPMorgan-Chase-Declares-Preferred-Stock-Dividends,http://www.jpmorganchase.com/,https://www.jpmorganchase.com/news-stories/news,YES,YES,NO,https://www.jpmorganchase.com/ir/annual-report,https://www.jpmorganchase.com/content/dam/jpmc/jpmorgan-chase-and-co/investor-relations/documents/annualreport-2020.pdf,https://www.jpmorganchase.com/impact/sustainability,https://www.jpmorganchase.com/content/dam/jpmc/jpmorgan-chase-and-co/documents/jpmc-esg-report-2020.pdf,United States,522110,Commercial Banking ,311411,"Frozen Fruit, Juice, and Vegetable Manufacturing ",311930,Flavoring Syrup and Concentrate Manufacturing,312111,Soft Drink Manufacturing ,523999,Miscellaneous Financial Investment Activities ,,,0
Juniper Networks Inc.,,yes,yes,,,JNPR,Businesswire,https://www.businesswire.com/news/home/20210622005419/en/,https://www.juniper.net/us/en.html,https://investor.juniper.net/investor-relations/press-releases/default.aspx,YES,YES,NO,https://investor.juniper.net/investor-relations/financial-reports/default.aspx,https://s1.q4cdn.com/608738804/files/doc_financials/2020/ar/Juniper-Networks-2020-Annual-Report-and-2021-Proxy_bookmarked.pdf,https://www.juniper.net/us/en/company/corporate-responsibility.html,not available,United States,334118,Computer Terminal and Other Computer Peripheral Equipment Manufacturing ,511210,Software Publishers,333316,Photographic and Photocopying Equipment Manufacturing ,*,*,*,*,LILYD - S&P,,0
Kansas City Southern,,yes,yes,,,KSU,Businesswire,https://www.businesswire.com/news/home/20210618005008/en/,http://www.kcsouthern.com/,https://investors.kcsouthern.com/news-releases/all?sc_lang=en,YES,YES,NO,https://investors.kcsouthern.com/financial-information/annual-reports?sc_lang=en,https://investors.kcsouthern.com/~/media/Files/K/KC-Southern-IR-V2/annual-reports/annual-report-2020.pdf,https://www.kcsouthern.com/en-us/about-us/community/sustainability-report,https://www.kcsouthern.com/pdf/community/2020_KCS_Sustainability_Report.pdf,United States,482111,Line-Haul Railroads ,*,*,*,*,*,*,*,*,LILYD - S&P,,0
Kellogg Company,,yes,yes,,,K,PRNewswire,https://www.prnewswire.com/news-releases/lunch-is-served-cheez-it-snapd-and-comedian-alfonso-ribeiro-help-snap-americans-out-of-their-lunch-rut-301326902.html,https://www.kelloggs.com/en_US/home.html,https://newsroom.kelloggcompany.com/news-releases,YES,YES,NO,https://investor.kelloggs.com/financials/annual-reports/default.aspx,https://s1.q4cdn.com/243145854/files/doc_downloads/2020/K_FY2020_Annual-Report.pdf,https://investor.kelloggs.com/environmental-social-governance/sustainability/default.aspx,https://s1.q4cdn.com/243145854/files/doc_downloads/2020/kcr-execsummary-2019-2020_final.pdf,United States,311230,Breakfast Cereal Manufacturing,311211,Flour Milling ,*,*,*,*,*,*,LILYD - S&P,,1
Kemper Corporation,,no,yes,,,KMPR,Businesswire,https://www.businesswire.com/news/home/20210604005147/en/,https://www.kemper.com/,https://investors.kemper.com/events-and-presentations/press-releases/default.aspx,YES,YES,NO,https://investors.kemper.com/annual-report-proxy-information/default.aspx,https://s25.q4cdn.com/858298823/files/doc_financials/2020/ar/Kemper-Corporation-2020-Annual-Report.pdf,https://www.kemper.com/about-kemper/sustainability-esg,not available,United States,524126,Direct Property and Casualty Insurance Carriers ,551112,Offices of Other Holding Companies ,*,*,*,*,*,*,LILYD - Russell,,0
Keurig Dr Pepper Inc,,no,yes,,,KDP,PRNewswire,https://www.prnewswire.com/news-releases/keurig-dr-pepper-announces-pricing-of-secondary-offering-of-common-stock-on-behalf-of-mondelz-international-301307838.html,https://www.keurigdrpepper.com/,https://investors.keurigdrpepper.com/financial-news,YES,YES,NO,https://investors.keurigdrpepper.com/annual-reports,https://investors.keurigdrpepper.com/download/KDP+2020+Annual+Report.PDF,https://www.keurigdrpepper.com/content/keurig-brand-sites/kdp/en/our-company/corporate-responsbility/reporting.html?a=b,https://www.keurigdrpepper.com/content/dam/keurig-brand-sites/kdp/files/KDP-CR-Report-2020.pdf,United States,424490,Other Grocery and Related Products Merchant Wholesalers ,*,*,*,*,*,*,*,*,LILYD - Russell,,0
KeyCorp,,yes,yes,,,KEY,PRNewswire,http://www.prnewswire.com/news-releases/keycorp-to-host-an-investor-meeting-in-new-york-city-301315587.html,https://www.key.com/,https://investor.key.com/press-releases/default.aspx,YES,YES,NO,https://investor.key.com/financials/annual-reports-and-proxy-statements/default.aspx,https://s23.q4cdn.com/646737342/files/doc_financials/2020/ar/2020-Annual-Report-Wrap-10-K-Final.pdf,https://investor.key.com/esg-information/corporate-responsibility/default.aspx,https://s23.q4cdn.com/646737342/files/doc_downloads/irw/2020/2020-KeyCorp-ESG-Report.pdf,United States,522110,Commercial Banking ,*,*,*,*,*,*,*,*,LILYD - S&P,,0
Keysight Technologies Inc,,yes,yes,,,KEYS,Businesswire,https://www.businesswire.com/news/home/20210526005152/en/,https://www.keysight.com/us/en/home.html,https://investor.keysight.com/investor-news-and-events/financial-press-releases/default.aspx,YES,YES,NO,https://investor.keysight.com/financial-information/annual-reports/default.aspx,https://s22.q4cdn.com/444849635/files/doc_financials/2020/2020-Keysight-Annual-Report.pdf,https://www.keysight.com/zz/en/about/corporate-social-responsibility.html#ProgressandAccountability,https://www.keysight.com/zz/en/assets/7121-1074/corporate-reports/2020-Corporate-Social-Responsibility-Report.pdf,United States,334513,"Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables ",334519,Other Measuring and Controlling Device Manufacturing ,*,*,*,*,*,*,LILYD - S&P,,0
Kilroy Realty Corp,,no,yes,,,KRC,Businesswire,https://investors.kilroyrealty.com/shareholders/investor-events/default.aspx,https://kilroyrealty.com/,https://investors.kilroyrealty.com/press-room/default.aspx,YES,YES,NO,https://investors.kilroyrealty.com/financial-reports/annual-reports-and-proxy-statements/default.aspx,https://s26.q4cdn.com/455049799/files/doc_financials/2020/q4/4f6987e5-9cc0-442a-85cf-fb645ffe1e00.pdf,https://kilroyrealty.com/sustainability/,https://kilroyrealty.com/wp-content/uploads/2021/05/kilroy-realty-corporation-sustainability-report-2020.pdf,United States,531210,Offices of Real Estate Agents and Brokers,*,*,*,*,*,*,*,*,LILYD - Russell,,0
Kimberly-Clark Corporation,,yes,yes,,,KMB,PRNewswire,https://www.prnewswire.com/news-releases/pull-ups-announces-upgraded-product-features-based-on-real-parent-feedback-301307359.html,https://www.kimberly-clark.com/en-us,https://kimberlyclark.gcs-web.com/press-releases,YES,YES,NO,https://www.kimberly-clark.com/en-us/investors/annual-reports,https://kimberlyclark.gcs-web.com/static-files/029c0249-a08d-498a-808b-9452f12eb02f,https://www.kimberly-clark.com/en-us/responsibility/annualreports,https://www.kimberly-clark.com/-/media/kimberly/pdf/sustainability-reports/2020/k-c-2020-global-sustainability-report.pdf,United States,322291,Sanitary Paper Product Manufacturing ,322121,Paper (except Newsprint) Mills ,339113,Surgical Appliance and Supplies Manufacturing ,*,*,*,*,LILYD - S&P,,0
Kimco Realty Corporation,,yes,yes,,,KIM,Businesswire,https://www.businesswire.com/news/home/20210706005057/en/,http://www.kimcorealty.com/,https://investors.kimcorealty.com/news-events/press-releases/default.aspx,YES,YES,NO,https://investors.kimcorealty.com/financial-reporting/annual-reports/default.aspx,https://s1.q4cdn.com/944058265/files/doc_financials/2020/ar/KIMCO-Realty-2020-Annual-Report_Web-Ready.pdf,https://www.kimcorealty.com/corporate-responsibility/reporting,https://p.widencdn.net/dt2xtc/Kimco-2019-CR-Report-FINAL,United States,531120,Lessors of Nonresidential Buildings (except Miniwarehouses) ,*,*,*,*,*,*,*,*,LILYD - S&P,,0
Kinder Morgan,,yes,yes,Netflix,,KMI,Businesswire,http://www.businesswire.com/news/home/20201208005297/en/Kinder-Morgan-Announces-2021-Financial-Expectations,http://www.kindermorgan.com/,https://ir.kindermorgan.com/news/,YES,YES,NO,https://ir.kindermorgan.com/financials/annual-reports/default.aspx,https://s24.q4cdn.com/126708163/files/doc_financials/2020/ar/KMI-2020-10K-Final-as-Filed.pdf,https://www.kindermorgan.com/Safety-Environment/ESG-Reports,https://www.kindermorgan.com/WWWKM/media/Documents/2020-ESG-Report.pdf,United States,486210,Pipeline Transportation of Natural Gas,*,*,*,*,*,*,*,*,,,0
Kirby Corp,,no,yes,,,KEX,Globenewswire,https://www.globenewswire.com/news-release/2021/06/30/2256135/0/en/Kirby-Corporation-Announces-Date-for-2021-Second-Quarter-Earnings-Release-and-Earnings-Webcast.html,https://kirbycorp.com/,https://investors.kirbycorp.com/news-releases,YES,YES,NO,https://investors.kirbycorp.com/financial-information/annual-reports,https://investors.kirbycorp.com/static-files/1e640895-84d2-4550-b6a1-792ad2a4a3dd,https://kirbycorp.com/sustainability-overview/,not available,United States,488330,Navigational Services to Shipping ,*,*,*,*,*,*,*,*,LILYD - Russell,,0
Kkr & Co Inc,,no,yes,,,KKR,Businesswire,https://www.businesswire.com/news/home/20210708005304/en/,https://www.kkr.com/,https://media.kkr.com/,YES,YES,NO,https://ir.kkr.com/financial-information/financial-document-library/,https://irpages2.eqs.com/download/companies/kkrinc/Annual%20Reports/KKR%202020%20Form%2010-K_As%20Filed.pdf,https://kkresg.com/,https://kkresg.com/assets/uploads/pdfs/KKR-2020-ESG-Impact-and-Citizenship-Report.pdf,United States,551112,Offices of Other Holding Companies ,523910,Miscellaneous Intermediation ,*,*,*,*,*,*,LILYD - Russell,,0
KLA Corporation,,yes,yes,,,KLAC,PRNewswire,https://www.prnewswire.com/news-releases/kla-announces-upcoming-investor-webcasts-301295522.html,https://www.kla-tencor.com/,https://ir.kla-tencor.com/news-events/press-releases,YES,YES,NO,https://ir.kla-tencor.com/financial-information/annual-reports,https://d1io3yog0oux5.cloudfront.net/_16461b4eb6def64559bdc3ead0c62d92/klatencor/db/1157/9984/annual_report/2020_AR.pdf,https://www.kla-tencor.com/company/environmental-social-governance,https://www.kla-tencor.com/documents/2021/KLA_2019-2020%20Global%20Impact%20Report_Final.pdf,United States,334413,Semiconductor and Related Device Manufacturing ,334516,Analytical Laboratory Instrument Manufacturing ,541330,Engineering Services,*,*,*,*,LILYD - S&P,,0
Knight-Swift Transport,,no,yes,,,KNX,Businesswire,https://www.businesswire.com/news/home/20210706005131/en/Knight-Swift-Transportation-Adds-Less-Than-Truckload-Growth-Platform-Through-Acquisition-of-AAA-Cooper,https://knight-swift.com/,https://investor.knight-swift.com/news/default.aspx,YES,YES,NO,https://investor.knight-swift.com/financials/annual-reports/default.aspx,https://s24.q4cdn.com/286931391/files/doc_financials/2020/ar/KT_Annual-Report_2020-Color-LOW-RES-Digital-File.pdf,https://investor.knight-swift.com/Sustainability/default.aspx,https://s24.q4cdn.com/286931391/files/doc_financials/2020/sr/Sustainability-Report-2020-(Issued-April-30.2021).pdf,United States,488330,Navigational Services to Shipping ,*,*,*,*,*,*,*,*,LILYD - Russell,,0
Kohls Corp,,no,yes,,,KSS,Businesswire,https://www.businesswire.com/news/home/20210520005128/en/,https://corporate.kohls.com/,https://investors.kohls.com/news-releases/default.aspx,YES,YES,NO,https://investors.kohls.com/financials-and-filings/annual-reports-and-proxy-statements/default.aspx,https://s26.q4cdn.com/950703131/files/doc_financials/2020/ar/10-k-kohls.pdf,https://investors.kohls.com/esg/overview/default.aspx,https://corporate.kohls.com/content/dam/kohlscorp/corporate-responsibility/landing-page/Kohls%202020%20ESG%20Report.pdf,United States,452210,Department Stores ,454110,Electronic Shopping and Mail-Order Houses ,*,*,*,*,*,*,LILYD - Russell,,0
Koninklijke Philips NV,,no,no,NextEra Energy,,PHIA,Businesswire,http://www.businesswire.com/news/home/20201202005316/en/Philips-Partners-With-March-of-Dimes-to-Support-BlanketChange-for-Improved-Maternal-and-Infant-Health,https://www.philips.com,https://www.philips.com/a-w/about/news/all-press-releases.html,YES,YES,NO,https://www.results.philips.com/publications/ar20#,https://www.results.philips.com/publications/ar20/downloads/pdf/en/PhilipsFullAnnualReport2020-English.pdf?v=20211018174015,https://www.philips.com/a-w/about/environmental-social-governance/downloads.html,not available,Netherlands,334419,Other Electronic Component Manufacturing ,324110,Petroleum Refineries,335999,All Other Miscellaneous Electrical Equipment and Component Manufacturing ,423620,"Household Appliances, Electric Housewares, and Consumer Electronics Merchant Wholesalers ",*,*,,,0
Korea Electric Power Corp,,no,no,"Nike, Inc.",,15760,,,https://home.kepco.co.kr/kepco/EN/,https://home.kepco.co.kr/kepco/EN/ntcob/list.do?boardCd=BRD_000247&menuCd=EN0503,NO,NO,NO,https://home.kepco.co.kr/kepco/EN/ntcob/list.do?pageIndex=1&boardSeq=0&boardCd=BRD_000259&menuCd=EN030201&parnScrpSeq=0&categoryCdGroup=&searchCondition=title&searchKeyword=,https://home.kepco.co.kr/kepco/cmmn/fms/FileDownSecure.do?atchFileId=b5dfd4b1bec71d7cb7d57a43c417def2f213651dcae419c54e780d033625444241&fileSn=7ea73614992bcf772c7fed8263a1a121c4,https://home.kepco.co.kr/kepco/EN/D/C/KEDCPP004.do?boardCd=BRD_000014&menuCd=EN040106,No pdf link but can be downloaded on the page,South Korea,221122,Electric Power Distribution ,325412,Pharmaceutical Preparation Manufacturing ,325414,Biological Product (except Diagnostic) Manufacturing ,325620,Toilet Preparation Manufacturing,325998,,,,0
Kraft Heinz,,yes,yes,"Nissan Motor Co., Ltd.",,KHC,Businesswire,https://www.businesswire.com/news/home/20201125005881/en/Kraft-Heinz-to-Participate-at-2020-Morgan-Stanley-Virtual-Global-Consumer-Retail-Conference,https://www.kraftheinzcompany.com/,http://ir.kraftheinzcompany.com/index.php/press-releases,YES,YES,NO,https://ir.kraftheinzcompany.com/sec-filings?field_nir_sec_form_group_target_id%5B%5D=471&field_nir_sec_date_filed_value=#views-exposed-form-widget-sec-filings-table#views-exposed-form-widget-sec-filings-table,https://ir.kraftheinzcompany.com/static-files/30b5473e-816d-431c-b703-2ee8e2a10c64,https://www.kraftheinzcompany.com/esg/verifications.html,https://www.kraftheinzcompany.com/esg/pdf/KraftHeinz-ESG-Report-2020.pdf,United States,551112,Offices of Other Holding Companies ,*,*,*,*,*,*,*,*,,,0
Kroger Co.,,yes,yes,,,KR,PRNewswire,http://www.prnewswire.com/news-releases/kroger-delivers-strong-first-quarter-results-and-raises-full-year-2021-guidance-301314659.html,https://www.thekrogerco.com/,https://ir.kroger.com/CorporateProfile/press-releases/default.aspx,YES,YES,NO,https://ir.kroger.com/CorporateProfile/financial-performance/reports-statements/default.aspx,https://s1.q4cdn.com/137099145/files/flipping_book/files/assets/common/downloads/2021%20Proxy%20for%20Flipbook.pdf,https://www.thekrogerco.com/esgreport/,https://www.thekrogerco.com/wp-content/uploads/2021/07/Kroger-2020-ESG-Report.pdf,United States,445110,Supermarkets and Other Grocery (except Convenience) Stores ,445299,All Other Specialty Food Stores ,452311,Warehouse Clubs and Supercenters ,*,*,*,*,LILYD - S&P,,0
L Brands Inc.,,yes,yes,,,LB,Globenewswire,https://www.globenewswire.com/news-release/2021/07/01/2256398/0/en/L-Brands-to-Host-Virtual-Investor-Meetings-for-Bath-Body-Works-and-Victoria-s-Secret-Co-on-July-19th.html,http://www.lb.com/,https://lb.gcs-web.com/financial-information/press-releases,YES,YES,NO,https://www.bbwinc.com/investors/financial-information/annual-report-proxy,https://materials.proxyvote.com/Approved/501797/20210326/COMBO_463993.PDF,not available,not available,United States,448120,Women's Clothing Stores ,424330,"Women's, Children's, and Infants' Clothing and Accessories Merchant Wholesalers ",424320,Men's and Boys' Clothing and Furnishings Merchant Wholesalers ,*,*,*,*,LILYD - S&P,,0
L3Harris Technologies Inc,,yes,yes,,,LHX,Businesswire,https://www.businesswire.com/news/home/20210616005151/en/L3Harris-Technologies-Unveils-XL-Extreme%E2%84%A2-400P-Emergency-Responder-Radio,https://www.l3harris.com/,https://www.l3harris.com/newsroom/search/,NO,NO,NO,https://www.l3harris.com/earnings-reports,https://www.l3harris.com/sites/default/files/2021-03/L3Harris_2020_AnnualReport.pdf,https://www.l3harris.com/company/environmental-social-and-governance,https://www.l3harris.com/sites/default/files/2021-03/L3Harris-SustainabilityReport-2020.pdf,United States,334290,Other Communications Equipment Manufacturing,334220,Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing,333318,Other Commercial and Service Industry Machinery Manufacturing ,*,*,*,*,LILYD - S&P,,0
